species,birdID,date,longitude,latitude
Pacific loon,Y-K 03,2017-06-30,-165.9339,61.0684
Pacific loon,Y-K 03,2017-07-09,-166.2575,61.1198
Pacific loon,Y-K 03,2017-07-13,-165.4727,60.8516
Pacific loon,Y-K 03,2017-07-20,-165.0931,61.2173
Pacific loon,Y-K 03,2017-07-22,-165.478,60.816
Pacific loon,Y-K 03,2017-07-29,-165.36,59.5513
Pacific loon,Y-K 03,2017-07-31,-165.8187,59.6229
Pacific loon,Y-K 03,2017-08-03,-165.3625,59.537
Pacific loon,Y-K 03,2017-08-07,-165.2264,59.3316
Pacific loon,Y-K 03,2017-08-07,-165.2239,59.3336
Pacific loon,Y-K 03,2017-08-10,-165.3947,59.3408
Pacific loon,Y-K 03,2017-08-14,-164.6266,59.2633
Pacific loon,Y-K 03,2017-08-17,-164.8471,59.2753
Pacific loon,Y-K 03,2017-08-17,-164.7581,59.2523
Pacific loon,Y-K 03,2017-08-21,-162.6085,55.487
Pacific loon,Y-K 03,2017-08-21,-163.4152,55.0429
Pacific loon,Y-K 03,2017-08-26,-162.3879,54.7959
Pacific loon,Y-K 03,2017-09-13,-162.4575,54.8813
Pacific loon,Y-K 03,2017-10-04,-162.315,54.9957
Pacific loon,Y-K 03,2017-11-12,-163.0619,55.3483
Pacific loon,Y-K 03,2017-11-19,-142.3497,43.4505
Pacific loon,Y-K 03,2017-11-23,-126.8907,40.1968
Pacific loon,Y-K 03,2017-11-28,-122.8136,37.9652
Pacific loon,Y-K 03,2017-12-04,-122.7188,37.8494
Pacific loon,Y-K 08,2017-03-15,-112.8279,28.2451
Pacific loon,Y-K 08,2017-03-27,-112.9023,28.5018
Pacific loon,Y-K 08,2017-04-02,-112.881,28.4676
Pacific loon,Y-K 08,2017-04-07,-112.6696,28.7598
Pacific loon,Y-K 08,2017-04-12,-112.2461,27.6159
Pacific loon,Y-K 08,2017-04-16,-112.9141,28.4816
Pacific loon,Y-K 08,2017-04-20,-115.7674,29.8273
Pacific loon,Y-K 08,2017-04-23,-117.1643,32.5122
Pacific loon,Y-K 08,2017-04-25,-118.9464,33.7156
Pacific loon,Y-K 08,2017-04-30,-119.7244,33.5042
Pacific loon,Y-K 08,2017-05-04,-123.3063,37.9823
Pacific loon,Y-K 08,2017-05-09,-124.317,43.6298
Pacific loon,Y-K 08,2017-05-11,-124.1403,45.7875
Pacific loon,Y-K 08,2017-05-13,-128.5219,51.0624
Pacific loon,Y-K 08,2017-05-15,-136.0794,56.9884
Pacific loon,Y-K 08,2017-05-18,-146.7151,60.2637
Pacific loon,Y-K 08,2017-05-20,-146.9739,60.3537
Pacific loon,Y-K 08,2017-05-22,-162.9974,59.3376
Pacific loon,Y-K 08,2017-05-27,-165.0503,61.2056
Pacific loon,Y-K 08,2017-05-31,-165.875,60.9636
Pacific loon,Y-K 08,2017-06-03,-165.6242,60.9564
Pacific loon,Y-K 08,2017-06-07,-165.0546,61.2013
Pacific loon,Y-K 08,2017-06-18,-165.0566,61.2017
Pacific loon,Y-K 08,2017-06-28,-165.0388,61.2136
Pacific loon,Y-K 08,2017-07-02,-165.7651,60.9201
Pacific loon,Y-K 08,2017-07-04,-165.039,61.1932
Pacific loon,Y-K 08,2017-07-07,-165.0346,61.2003
Pacific loon,Y-K 08,2017-07-09,-165.8796,60.849
Pacific loon,Y-K 08,2017-07-27,-165.0693,61.2002
Pacific loon,Y-K 08,2017-08-07,-165.9121,60.825
Pacific loon,Y-K 08,2017-08-21,-165.0551,61.2054
Pacific loon,Y-K 08,2017-08-30,-165.0916,61.2091
Pacific loon,Y-K 08,2017-09-04,-165.0516,61.2043
Pacific loon,Y-K 08,2017-09-06,-165.156,59.7011
Pacific loon,Y-K 08,2017-09-08,-164.9798,58.1172
Pacific loon,Y-K 08,2017-09-11,-165.286,57.8438
Pacific loon,Y-K 08,2017-09-15,-165.6839,57.5426
Pacific loon,Y-K 08,2017-09-20,-165.954,57.2405
Pacific loon,Y-K 08,2017-09-24,-164.8143,56.8881
Pacific loon,Y-K 08,2017-09-27,-161.8253,55.9381
Pacific loon,Y-K 08,2017-09-29,-163.6458,54.5967
Pacific loon,Y-K 08,2017-10-03,-165.981,54.2322
Pacific loon,Y-K 08,2017-10-08,-165.6329,54.1952
Pacific loon,Y-K 08,2017-11-15,-166.4594,53.5554
Pacific loon,Y-K 08,2017-11-22,-124.4611,42.6528
Pacific loon,Y-K 08,2017-11-24,-122.7994,37.491
Pacific loon,Y-K 08,2017-12-01,-122.3904,37.1263
Pacific loon,Y-K 08,2017-12-03,-121.9153,36.9394
Swainson's hawk,SW16,1996-10-08,-98.184,28.84
Swainson's hawk,SW16,1996-10-09,-98.877,29.12
Swainson's hawk,SW16,1996-10-10,-99.299,25.879
Swainson's hawk,SW16,1996-10-11,-98.326,22.77
Swainson's hawk,SW16,1996-10-12,-96.021,17.831
Swainson's hawk,SW16,1996-10-21,-84.559,11.255
Swainson's hawk,SW16,1996-10-24,-79.887,8.916
Swainson's hawk,SW16,1996-10-25,-79.943,8.887
Swainson's hawk,SW16,1996-10-27,-76.006,6.643
Swainson's hawk,SW16,1996-10-28,-75.806,4.609
Swainson's hawk,SW16,1996-10-31,-73.646,1.248
Swainson's hawk,SW16,1996-11-01,-72.574,-2.357
Swainson's hawk,SW16,1996-11-03,-71.38,-5.287
Swainson's hawk,SW16,1996-11-04,-69.638,-8.95
Swainson's hawk,SW16,1996-11-05,-68.592,-9.893
Swainson's hawk,SW16,1996-11-07,-66.924,-12.65
Swainson's hawk,SW16,1996-11-08,-65.919,-15.806
Swainson's hawk,SW16,1996-11-09,-65.005,-16.888
Swainson's hawk,SW16,1996-11-11,-64.539,-17.066
Swainson's hawk,SW16,1996-11-16,-62.602,-31.517
Swainson's hawk,SW16,1996-12-03,-63.442,-35.913
Swainson's hawk,SW16,1996-12-04,-64.093,-36.022
Swainson's hawk,SW16,1996-12-09,-64.143,-36.172
Swainson's hawk,SW16,1996-12-21,-63.687,-35.86
Swainson's hawk,SW16,1997-01-24,-62.197,-31.829
Swainson's hawk,SW16,1997-01-30,-62.419,-31.659
Swainson's hawk,SW16,1997-02-10,-62.008,-31.773
Swainson's hawk,SW16,1997-02-27,-61.495,-31.451
Swainson's hawk,SW16,1997-03-05,-66.116,-12.056
Swainson's hawk,SW16,1997-03-11,-70.692,-6.011
Swainson's hawk,SW16,1997-03-17,-74.331,1.248
Swainson's hawk,SW16,1997-03-28,-93.871,16.873
Swainson's hawk,SW16,1997-05-02,-113.315,34.712
Swainson's hawk,SW17,1996-10-07,-98.297,23.105
Swainson's hawk,SW17,1996-10-08,-98.355,22.38
Swainson's hawk,SW17,1996-10-09,-96.737,19.938
Swainson's hawk,SW17,1996-10-10,-95.427,17.538
Swainson's hawk,SW17,1996-10-11,-95.17,16.72
Swainson's hawk,SW17,1996-10-12,-92.714,15.395
Swainson's hawk,SW17,1996-10-13,-89.592,13.9
Swainson's hawk,SW17,1996-10-15,-87.335,13.432
Swainson's hawk,SW17,1996-10-16,-85.811,12.657
Swainson's hawk,SW17,1996-10-17,-84.588,10.921
Swainson's hawk,SW17,1996-10-19,-82.452,8.711
Swainson's hawk,SW17,1996-10-20,-80.23,8.977
Swainson's hawk,SW17,1996-10-23,-76.928,7.101
Swainson's hawk,SW17,1996-10-24,-75.955,4.121
Swainson's hawk,SW17,1996-10-26,-75.574,2.576
Swainson's hawk,SW17,1996-10-27,-75.031,0.854
Swainson's hawk,SW17,1996-10-29,-74.192,-0.612
Swainson's hawk,SW17,1996-11-01,-71.921,-4.982
Swainson's hawk,SW17,1996-11-02,-70.423,-7.752
Swainson's hawk,SW17,1996-11-03,-66.649,-12.927
Swainson's hawk,SW17,1996-11-05,-66.534,-12.902
Swainson's hawk,SW17,1996-11-06,-62.512,-21.495
Swainson's hawk,SW17,1996-11-08,-61.923,-22.796
Swainson's hawk,SW17,1996-11-09,-61.91,-25.156
Swainson's hawk,SW17,1996-11-10,-61.225,-27.701
Swainson's hawk,SW17,1996-11-11,-61.754,-27.398
Swainson's hawk,SW17,1996-11-12,-61.897,-30.442
Swainson's hawk,SW17,1996-11-30,-63.48,-35.375
Swainson's hawk,SW17,1996-12-06,-63.721,-35.279
Swainson's hawk,SW17,1997-02-23,-61.928,-31.588
Swainson's hawk,SW17,1997-03-01,-62.204,-26.219
Swainson's hawk,SW17,1997-03-07,-65.14,-11.008
Swainson's hawk,SW17,1997-03-13,-69.01,-6.086
Swainson's hawk,SW17,1997-03-19,-72.468,0.06
Swainson's hawk,SW17,1997-03-25,-76.95,7.621
Swainson's hawk,SW17,1997-03-31,-91.134,14.333
Swainson's hawk,SW17,1997-04-06,-102.317,28.277
Swainson's hawk,SW17,1997-04-18,-120.664,37.669
Swainson's hawk,SW17,1997-04-19,-120.792,38.175
Swainson's hawk,SW18,1996-09-06,-121.96,41.85
Swainson's hawk,SW18,1996-09-08,-121.06,40.251
Swainson's hawk,SW18,1996-09-15,-120.221,36.445
Swainson's hawk,SW18,1996-09-23,-119.144,36.061
Swainson's hawk,SW18,1996-09-24,-119.043,35.82
Swainson's hawk,SW18,1996-09-26,-119.169,35.382
Swainson's hawk,SW18,1996-09-27,-115.622,33.649
Swainson's hawk,SW18,1996-09-28,-114.623,33.571
Swainson's hawk,SW18,1996-09-29,-114.609,33.543
Swainson's hawk,SW18,1996-09-30,-114.03,32.64
Swainson's hawk,SW18,1996-10-03,-109.232,27.285
Swainson's hawk,SW18,1996-10-04,-109.054,27.251
Swainson's hawk,SW18,1996-10-05,-108.374,25.938
Swainson's hawk,SW18,1996-10-07,-108.588,25.884
Swainson's hawk,SW18,1996-10-08,-108.543,25.882
Swainson's hawk,SW18,1996-10-09,-108.582,26.009
Swainson's hawk,SW18,1996-10-10,-108.399,26.084
Swainson's hawk,SW18,1996-10-11,-108.333,26.073
Swainson's hawk,SW18,1996-10-14,-107.191,24.893
Swainson's hawk,SW18,1996-10-15,-105.646,26.49
Swainson's hawk,SW18,1996-10-16,-99.654,21.875
Swainson's hawk,SW18,1996-10-17,-100.339,21.95
Swainson's hawk,SW18,1996-10-19,-96.107,16.835
Swainson's hawk,SW18,1996-10-21,-93.198,15.49
Swainson's hawk,SW18,1996-10-23,-87.456,13.601
Swainson's hawk,SW18,1996-10-25,-87.144,12.667
Swainson's hawk,SW18,1996-10-31,-81.524,8.785
Swainson's hawk,SW18,1996-11-01,-79.654,9.025
Swainson's hawk,SW18,1996-11-02,-76.994,8.205
Swainson's hawk,SW18,1996-11-05,-74.183,5.214
Swainson's hawk,SW18,1996-11-06,-74.152,1.829
Swainson's hawk,SW18,1996-11-08,-73.886,-0.613
Swainson's hawk,SW18,1996-11-09,-72.87,-2.784
Swainson's hawk,SW18,1996-11-12,-70.493,-5.23
Swainson's hawk,SW18,1996-11-13,-67.751,-7.246
Swainson's hawk,SW18,1996-11-15,-68.917,-9.589
Swainson's hawk,SW18,1996-11-16,-66.795,-11.717
Swainson's hawk,SW18,1996-11-22,-63.698,-14.448
Swainson's hawk,SW18,1996-12-04,-64.4,-35.644
Swainson's hawk,SW18,1996-12-16,-63.984,-35.259
Swainson's hawk,SW18,1997-01-03,-64.433,-35.081
Swainson's hawk,SW18,1997-01-15,-64.401,-35.212
Swainson's hawk,SW18,1997-02-14,-63.15,-31.356
Swainson's hawk,SW18,1997-02-20,-62.919,-31.399
Swainson's hawk,SW18,1997-02-26,-62.578,-28.07
Swainson's hawk,SW18,1997-03-04,-65.247,-11.816
Swainson's hawk,SW18,1997-03-10,-70.166,-5.499
Swainson's hawk,SW18,1997-03-16,-68.548,-1.088
Swainson's hawk,SW18,1997-03-22,-75.149,5.745
Swainson's hawk,SW18,1997-03-28,-90.551,14.004
Swainson's hawk,SW18,1997-04-02,-100.626,20.007
Swainson's hawk,SW18,1997-04-03,-101.334,20.94
Swainson's hawk,SW18,1997-04-09,-107.464,25.062
Swainson's hawk,SW18,1997-04-15,-116.99,33.85
Swainson's hawk,SW18,1997-04-20,-121.315,40.919
Swainson's hawk,SW18,1997-04-21,-121.63,41.991
Swainson's hawk,SW25,1996-10-09,-98.416,25.646
Swainson's hawk,SW25,1996-10-10,-98.411,25.67
Swainson's hawk,SW25,1996-10-11,-98.235,22.85
Swainson's hawk,SW25,1996-10-13,-95.967,18.094
Swainson's hawk,SW25,1996-10-14,-95.961,18.21
Swainson's hawk,SW25,1996-10-16,-91.832,14.725
Swainson's hawk,SW25,1996-10-17,-88.938,13.895
Swainson's hawk,SW25,1996-10-20,-86.21,12.475
Swainson's hawk,SW25,1996-10-23,-81.862,8.832
Swainson's hawk,SW25,1996-10-25,-79.779,9.015
Swainson's hawk,SW25,1996-10-26,-77.466,7.707
Swainson's hawk,SW25,1996-10-29,-75.572,5.753
Swainson's hawk,SW25,1996-10-31,-75.102,3.43
Swainson's hawk,SW25,1996-11-01,-75.083,0.438
Swainson's hawk,SW25,1996-11-04,-74.983,-5.283
Swainson's hawk,SW25,1996-11-06,-73.159,-5.964
Swainson's hawk,SW25,1996-11-07,-71.172,-7.264
Swainson's hawk,SW25,1996-11-09,-69.246,-10.066
Swainson's hawk,SW25,1996-11-10,-68.633,-13.015
Swainson's hawk,SW25,1996-11-12,-68.11,-13.887
Swainson's hawk,SW25,1996-11-13,-63.39,-17.998
Swainson's hawk,SW25,1996-11-15,-63.024,-18.474
Swainson's hawk,SW25,1996-11-16,-61.586,-21.854
Swainson's hawk,SW25,1996-11-18,-62.407,-24.79
Swainson's hawk,SW25,1996-11-19,-61.724,-26.773
Swainson's hawk,SW25,1996-12-04,-64.276,-35.24
Swainson's hawk,SW25,1996-12-23,-63.566,-35.275
Swainson's hawk,SW25,1996-12-24,-63.59,-35.262
Swainson's hawk,SW25,1996-12-30,-63.8,-35.61
Swainson's hawk,SW25,1997-02-07,-64.137,-35.981
Swainson's hawk,SW25,1997-02-20,-61.946,-31.569
Swainson's hawk,SW25,1997-02-27,-61.783,-30.818
Swainson's hawk,SW25,1997-03-05,-66.031,-11.594
Swainson's hawk,SW25,1997-03-12,-69.356,-6.827
Swainson's hawk,SW25,1997-03-18,-73.269,-0.904
Swainson's hawk,SW25,1997-03-25,-76.498,6.625
Swainson's hawk,SW25,1997-03-31,-90.45,14.384
Swainson's hawk,SW25,1997-04-07,-103.972,25.437
Swainson's hawk,SW25,1997-04-20,-118.945,35.15
